Set Size,Group Mean Abs Error,Group SEM Abs Error
1,2.296455212712288,0.19225297836948663
2,5.3173083206415175,0.08510766956423642
4,18.65463600590825,0.4093624001706133
6,32.712311490356925,0.4626723671158865
