cue_start_epoch,cue_duration,neutral_mae,cued_mae,benefit_mean,benefit_sem,t_stat,p_val
50,150,35.575654888153075,21.259889860153198,14.315765027999879,5.5719837583306555,2.5692402650306407,0.013287229249767205
150,50,35.575654888153075,21.873482360839844,13.702172527313232,5.430975777153758,2.522966974913338,0.01493237869338959
