Distance_deg,Bias_deg,SEM_deg
11.25,0.8669069910049438,0.2987382523441118
27.0,3.500444951057434,0.3538406952067081
42.75,4.85991662979126,0.3626913942523678
58.5,6.3221166908740996,0.41342537941134694
74.25,5.170722618103027,0.4641839666903313
90.0,3.1922555685043337,0.4945921597325141
