set_size,neutral_mae,neutral_sem,cued_mae,cued_sem,benefit_mean,benefit_sem,t_stat,p_val
2,16.246490268707277,2.0620235672033203,9.467381830215453,0.7292515990524538,6.779108438491821,1.921178263260155,3.52862020570021,0.0006352634502878136
4,31.952729572057724,3.475486673218563,21.266212635040283,1.9799339183178701,10.68651693701744,3.0339601374144562,3.5222997181909252,0.0006488614334496694
