Distance_deg,Group Mean Bias,Group SEM Bias
11.25,1.9167879544496536,0.10630414213852746
27.0,4.432674023866653,0.17056098079392618
42.75,6.772562328338623,0.19719342273664092
58.5,6.82848490846157,0.2785873869351899
74.25,6.12952051615715,0.2781613869193598
90.0,3.312362185716629,0.2753915133601753
