set_size,kappa_mean,kappa_sem,sd_mean,sd_sem,swap_mean,swap_sem,guess_mean,guess_sem,pm_mean,pm_sem,gamma_bar_mean,gamma_bar_sem,kappa_max_mean,kappa_max_sem,nrm_pnt_mean,nrm_pnt_sem
1,47.03520202636719,9.275384403862345,8.665450027712748,0.8816683552431073,0.0025632368633523583,1.8998268192729967e-05,0.02269286452792585,0.014519306302500687,0.9747439026832581,0.014500286055385003,3.3608248233795166,0.08751776234547741,36.98421001434326,14.172004589508438,0.007419004919938743,0.0027012647018216478
2,13.230002880096436,1.214889651822282,16.182012414085854,0.7780558986278538,0.06148613430559635,0.02570806952472208,0.001687513489741832,0.00018371313241614544,0.9368263483047485,0.025891778417757954,8.315827131271362,0.2993958703685332,5.729265928268433,0.9190877275199699,0.06576572731137276,0.025767379360200016
4,6.624273300170898,1.1437798261894898,23.909765447209388,2.3164228533954576,0.4079055190086365,0.06520408277890032,0.0014338291948661208,0.0002423394398538308,0.5906606316566467,0.06496173839996268,8.867345809936523,0.27753261417199204,5.493815660476685,0.7234771229103608,0.42358578741550446,0.050083089548783245
6,3.449284076690674,1.0199702555282517,38.02589494494706,7.405817257603818,0.20242410898208618,0.053424860483651394,0.0011209574586246163,0.00010439097310076182,0.7964549362659454,0.053320504886738423,7.717910647392273,3.716565156999155,63.382455945014954,42.672127634164696,0.17114323005080223,0.0343335840744255
